audio_file|text|speaker_name
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_000.wav|Section 16 of Abraham Lincoln, a history volume one. This is a Libravox recording. All Libravox recordings are in the public domain. For more information or to volunteer, please visit Libravox.org.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_001.wav|Abraham Lincoln, a history volume one, by John G. Nicolay and John Hay, section 16, a fortunate escape. When Congress came together again in December, there was such a change in the...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_002.wav|September of its members that no one would have imagined, on seeing the house divided, that it was the same body which had assembled there a year before. The election was over. The wigs were to control the executive department of the government for four years to come.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_003.wav|The members themselves were either reflected or defeated, and there was nothing to prevent the gratification of such private feelings as they might have been suppressing during the canvas in the interests of their party. It was not long before some of the Northern Democrats began.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_004.wav|to avail themselves of this new liberty. They had returned burdened with a sense of wrong. They had seen their party put in deadly peril by reason of its fidelity to the south, and they had seen how little their southern brother and care for their labors and sacrifices.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_005.wav|in the enormous gains which Taylor had made in the South, carrying eight out of 15 slave states. They were in the humor to avenge themselves by a display of independence on their own account at the first opportunity. The occasion was not a long...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_006.wav|in presenting itself. A few days after Congress opened, Mr. Rue de Vohayo introduced a resolution instructing the committee on territories to bring in a bill with as little delay as practicable, to provide territorial governments for California and New-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_007.wav|Mexico, which should exclude slavery therefrom. This resolution would have thrown the same house into a panic 12 months before, but now it passed by a vote of 108 to 80. In the former number, we're all the...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_008.wav|weeks from the north and all the Democrats but ate, and in the latter the entire South and the 8 referred to. The Senate, however, was not so susceptible to popular impressions and the bill prepared an obedience to the mandate of the House.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_009.wav|never got farther than the desk of the Senate chamber. The pro-slavery majority in that body held firmly together till near the close of the session, when they attempted to bring in the new territories without any restrictions as to slavery, by attaching what is called a r-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_010.wav|to that effect, to the Civil Appropriation Bill. The House resisted and returned the bill to the Senate with the writer unhorst, a committee of conference failed to agree. Mr. McClernid, a Democrat from Illinois.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_011.wav|anoi, then moved that the house received from its disagreement, which was carried by a few weak votes, to the dismay of those who were not in the secret. When Richard W. Thompson, who was 30 years afterward Secretary of the Navy, instantly moved that the house—|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_012.wav|to concur with the Senate and this amendment that the existing laws of those territories be for the present and until Congress should amend them retained. This would secure them to freedom as slavery had long ago been abolished by Mexico. This amendment that the existing laws of those territories be for the present and until Congress should amend them.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_013.wav|past, and the Senate had to face the many pronged dilemma, either to defeat the appropriation bill, or to consent that the territories should be organized as free communities, or to swallow their protestations that the territories were in sore need of government and adjourn, leaving|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_014.wav|them in the anarchy they had so feelingly depicted. They chose the last as the least dangerous course and passed the appropriation bill in its original form. Mr. Lincoln took little part in the decisions incident to these proceedings.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_015.wav|He was constantly in his seat, however, and voted generally with his party, and always with those opposed to the extension of slavery. He used to say that he had voted for the Wilmot Proviso. In its various phases, 42 times. He left.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_016.wav|others however, the active work on the floor. His chief preoccupation during this second session was a scheme which links itself characteristically with his first protest against the proscriptive spirit of slavery ten years before in the Illinois legislature, and his|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_017.wav|immortal act 15 years afterwards in consequence of which American slavery ceased to exist. He had long felt it in common with many others that the traffic and human beings under the very shadow of the capital was a national scandal and reproach.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_018.wav|He thought that Congress had the power under the Constitution to regulate or prohibit slavery in all regions under its exclusive jurisdiction, and he thought it proper to exercise that power with due regard to vested rights and the general welfare. He therefore resolved...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_019.wav|to test the question whether it were possible to remove from the seat of government this stain and offense. He proceeded carefully and cautiously about it after his habit. When he had drawn up his plan, he took counsel with some of the leading citizens of Washington.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_020.wav|Washington, and some of the more prominent members of Congress before bringing it forward. His bill obtained the cordial approval of Colonel C. Tyn, the Mayor of Washington, who Mr. Lincoln had consulted as the representative of the intelligence slaveholding citizens of the district.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_021.wav|and of Joshua R. Giddings, whom he regarded as the leading abolitionist in Congress, a fact which sufficiently proves the practical wisdom with which he had reconciled the demands of right and expediency. In the meantime, however, Mr. Gott, a member from New York,|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_022.wav|had introduced a resolution with a rhetorical preamble directing the proper committee to bring in a bill prohibiting the slave trade in the district. This occasioned great excitement, much coca-casing and threatening on the part of the southern members, but nothing else.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_023.wav|In the opinion of the leading anti-slaveryman, Mr. Lincoln's bill, being at the same time more radical and more reasonable, was far better calculated to affect its purpose. Giddings says in his diary. This evening, January 11th.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_024.wav|month. Our whole mess remained in the dining-room after tea, and conversed upon the subject of Mr. Lincoln's bill to abolish slavery. It was approved by all. I believe it is as good a bill as we could get at this time, and I'm willing to pay for-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_025.wav|for slaves in order to save them from the southern market, and I suppose every man in the district would sell his slaves if he saw that slavery was to be abolished. Mr. Lincoln therefore moved on the 16th of January as an amendment to God's proposition.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_026.wav|that the committee report a bill for the total abolition of slavery in the District of Columbia, the terms of which he gave him full. They were in substance the following. The first two sections prohibit the bringing of slaves into the district or selling them out of it.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_027.wav|provided however, that officers of the government, being citizens of slave holding states, may bring their household servants with them for a reasonable time and take them away again. The third provides a temporary system of apprenticeship and eventual emancipation for|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_028.wav|children born of slave mothers after January 1st, 1850. The fourth provides for the man-amission of slaves by the government on application of the owners, the latter to receive their full cash value. The fifth provides for the return of fugitive slaves|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_029.wav|from Washington and Georgetown. The sixth submits this bill itself to a proper vote in the district as a condition of its promulgation as law. These are the essential points of the measure and the success of Mr. Lincoln in gaining the adhesion.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_030.wav|of the abolitionists in the House is more remarkable than that he should have induced the Washington Conservatives to approve it. But the usual result followed, as soon as it was formally introduced to the Notice of Congress. It was met by that violent and excited opposition.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_031.wav|which greeted any measure, however intrinsically moderate and reasonable, which was founded on the assumption that slavery was not in itself a good and desirable thing. The social influences of Washington were brought to bear against a proposition which the southerners contended.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_032.wav|vulgarized society, and the genial and liberal mayor was forced to withdraw his approval as gracefully or as awkwardly as he might. The prospects of the bill were seen to be hopeless, as the session was to end on the 4th of March, and no further ever.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_033.wav|was made to carry it through. 15 years afterwards, in the stress and tempest of a terrible war, it was Mr. Lincoln's strange fortune to sign a bill sent him by Congress for the abolition of slavery in Washington. And perhaps the most...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_034.wav|remarkable thing about the whole transaction was that while we were looking politically upon a new heaven and a new earth, for the vast change in our moral and economic condition might justify so audacious a phrase, when there were scarcely a man on the continent who had not.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_035.wav|greatly shifted his point of view in a dozen years. There was so little change in Mr. Lincoln. The same hatred of slavery, the same sympathy with the slave, the same consideration for the slaveholder as the victim of a system he had inherited.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_036.wav|The same sense of divided responsibility between the south and the north. The same desire to affect great reforms with as little individual damage in injury, as little disturbance of social conditions as possible. We're equally evident.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_037.wav|When the raw pioneer signed the protest with Dan Stone at Vandalia, when the mature men moved the resolution of 1849 in the capital, and when the president gave the sanction of his bold signature to the act which swept away the slave shambles from the city.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_038.wav|of Washington. His term in Congress ended on the 4th of March, 1849, and he was not a candidate for reflection. A year before, he had contemplated the possibility of entering the field again. He then wrote to his friend,|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_039.wav|and partner, herndon. It is very pleasant for me to learn from Yon that there are some who desire that I should be reelected. I most heartily thank them for their kind partiality. And I can say, as Mr. Clay said of the annexation of texts—|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_040.wav|that, personally, I would not object to a re-election, although I thought at the time of his nomination, and still think it would be quite as well for me to return to the law at the end of a single term. I made the declaration that|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_041.wav|but I would not be a candidate again. More from a wish to deal fairly with others, to keep peace among our friends, and to keep the district from going to the enemy, than for any cause personal to myself. So that, if it should so happen that nobody else wishes to...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_042.wav|be elected, I could not refuse the people the right of sending me again, but to enter myself as a competitor of others, or to authorize anyone to so enter me, is what my word and honor for bid. Before his first.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_043.wav|session ended, he gave up all idea of going back, and hardly concurred in the nomination of Judge Logan to succeed him. The Sagamon district was the one which the Wigs in Illinois had apparently the best prospect of carrying, and it was full of able and...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_044.wav|vicious men who were nominated successively for the only place which gave them the opportunity of playing a part in the National Theatre at Washington. They all served with more or less distinction, but for eight years no one was ever twice a candidate.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_045.wav|A sort of tradition had grown up, through which a perverted notion of honor and propriety held it discreditable in a member to ask for re-election. This state of things was not peculiar to that district, and it survives with more or less bigger throughout the...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_046.wav|country to this day, to the serious detriment of Congress. This consideration, coupled with what is called the claim of locality, must in time still further deteriorate the representatives of the states at Washington.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_047.wav|In a nominating convention, who is best qualified for service in Congress is always regarded as an impertinence. But the question, what county in the district has had the congressman oftenest is always considered in order? For centuries...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_048.wav|As these, Mr. Lincoln refused to allow his name to go before the voters again. And the next year he again refused, writing an emphatic letter for publication, in which he said that there were many weeks who could do as much as he to bring the district right side up.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_049.wav|Colonel Baker had come back from the wars with all the glitter of Sarah Gordo about him, but he did not find the prospect of political performance flattering in Sagamon County, and therefore, with that versatility and sagacity which was more than once to render him|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_050.wav|signal service. He removed to the Galena District in the extreme northwestern corner of the state, and almost immediately on his arrival, there received a nomination to Congress. He was doubly fortunate in this move, as the nomination he was un...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_051.wav|able to take away from Logan, proved useless to the latter, who was defeated after a hot contest. Baker therefore took the place of Lincoln as the only wake member from Illinois, and their names occur frequently together in the arrangements for the distribution of F-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_052.wav|patronage at the close of the administration of Polk and the beginning of that of Taylor. During the period while the president-elect was considering the appointment of his cabinet, Lincoln used all the influence he could bring to bear, which was probably not very much.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_053.wav|in favor of Baker for a position in the government. The Wake members of the Legislatures of Illinois, Iowa, and Wisconsin joined in this effort, which came to nothing. The recommendations to office which Lincoln made after the inaugural of General Taylor are probably...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_054.wav|unique of their kind. Here is a specimen which is short enough to give entire. It is addressed to the secretary of the interior. I recommend that William Butler be appointed pension agent for the Illinois agency when the place shall be vacant.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_055.wav|Mr. Hurst, the present incumbent, I believe has performed the duties very well. He is a decided partisan, and I believe expects to be removed. Whether he shall be, I submit to the department. This office is not-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_056.wav|find to my district, but pertains to the whole state, so that Colonel Baker has an equal right with myself to be heard concerning it. However the office is located here at Springfield, and I think it is not probable anyone would desire to remove from a distance.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_057.wav|to take it. We have examined a large number of his recommendations. For with a complete change of administration, there would naturally be great activity among the office-teakers, and they are all in precisely the same vein. He know where asked.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_058.wav|for the removal of an incumbent. He never claims a place as subject to his disposition. In fact, he makes no personal claim whatever. He simply advises the government in case a vacancy occurs, who, in his opinion, is the best man to fill it.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_059.wav|When there are two applicants, he indicates which is on the whole the better man, and sometimes adds that the way to recommendations is in favor of the other. In one instance, he sends forward the recommendations of the man whom he does not prefer.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_060.wav|with an endorsement emphasizing the importance of them and adding, from personal knowledge I consider Mr. Bond every way worthy of the office and qualified to fill it. Holding the individual opinion that the appointment of a different gentleman would be better, I ask a special attention and|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_061.wav|consideration for his claims, and for the opinions expressed in his favor by those over whom I can claim no superiority. The candor, the fairness and moderation, together with the respect for the public service, which these recommendations display, are all the more...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_062.wav|remarkable when we reflect that there was as yet no sign of a public conscience upon the subject. The patronage of the government was scrambled for, as a matter of course, in the mire into which Jackson had flung it. For a few weeks in the spring of 18...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_063.wav|In 1949, Mr. Lincoln appeared in a character which is entirely out of keeping with all his former and subsequent career. He became, for the first and only time in his life, an applicant for an appointment at the hands of the president. His bearing in this attitude was marked.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_064.wav|his usual individuality. In the opinion of many Illinoisans, it was important that the place of Commissioner of the General Land Office should be given to a citizen of their state, one thoroughly acquainted with the land law in the West and the special needs of that region.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_065.wav|A letter to Lincoln was drawn up and signed by some half dozen of the leading wigs of the state, asking him to become an applicant for that position. He promptly answered, saying that if the position could be secured for a citizen of Illinois, only by his accepting it, he would consp-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_066.wav|But he went on to say that he had promised his best efforts to Cyrus Edwards for that place, and had afterwards stipulated with Colonel Baker that if J. L. D. Morrison, another Mexican hero, and Edwards could come to an understanding with each other as to which she would...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_067.wav|After all, he would join in recommending the other, that he could not take the place therefore, unless it became clearly impossible for either of the others to get it. Some weeks later, the impossibility referred to, having become apparent, Mr. Lincoln applied|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_068.wav|for the place. But a suitable office so laggard and so scrupulous as he, stood very little chance of success in contests like those which periodically raged at Washington during the first weeks of every new administration. The place came indeed to Illinois.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_069.wav|But to neither of the three we have mentioned. The fortunate applicant was Justin Butterfield of Chicago, a man well and favorably known among the early members of the Illinois Bar. Who, however, devoted less assiduous attention to the law than to the business of office.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_070.wav|seeking, which he practiced with fair success all his days. It was in this way that Abraham Lincoln met and escaped one of the greatest dangers of his life. In after days he recognized the error he had committed and congratulated himself upon the happy delivery|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_071.wav|he had obtained through no merit of his own. The loss of at least four years of the active pursuit of his profession would have been irreparable. Leaving out a view, the strong probability that the singular charm of Washington life to men who have a passion for politics might have kept him...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_072.wav|there forever. It has been said that a residence in Washington leaves no man precisely as it found him. This is an axiom which may be applied to most cities in a certain sense, but it is true in a peculiar degree of our capital.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_073.wav|The men who go there from small rural communities in the south and the west, the bustle and stir, the intellectual movement, such as it is, the ordinary subjects of conversation, of such vastly greater importance than anything they have previously known, the-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_074.wav|daily, even hourly combats on the floor at both houses, the intrigue and the struggle of office hunting, which engage vast numbers besides the office seekers, the superior pick and see an interest of the scandal which is talked at a congressional board.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_075.wav|house, over that which seasons the dull days at village taverns. All of this gives a saver to the life in Washington, the memory of which doubles the tedium of the sequestered veil to which the beaten legislator returns when his brief hour of glory is over.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_076.wav|It is this which brings to the State Department, after every general election, that crowd of specters with their bails of recommendations from pitting colleagues who have been reelected, whose diminishing prayers run down the whole gamut of supplication.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_077.wav|from St. James to St. Paul of Lorando, and of whom at the last it must be said, as Mr. Everett once said, after an unusually heavy day, many called but few chosen. Of those who did not achieve the ruinous success,|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_078.wav|of going abroad to consulates that will not pay their board, or missions where they avoid daily shame only by hiding their puny area and their ignorance away from the observation. A great portion yield to their fate and join that fleet of wrecks, which floats forever on the pavements of Washington.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_079.wav|Washington. It is needless to say that Mr. Lincoln received no damage from his term of service in Washington, but we know of nothing which shows so strongly the perilous fascination of the place, as the fact that a man of his extraordinary moral and mental qualities could ever have|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_080.wav|thought for a moment of accepting a position so insignificant and incongruous as that which he was more than willing to assume when he left Congress. He would have filled the place with honor and credit, but Adam monstrous expense. We do not so much refer to his exceptional career.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_081.wav|career and his great figure in history. These momentous contingencies could not have suggested themselves to him. But the place he was reasonably sure of filling in the battle of life should have made a subordinate office in Washington a thing out of the question. He was already|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_082.wav|a lawyer of skill and reputation, an orator upon whom his party relied to speak for them to the people. An age love of combat was in his heart. He loved discussion like a medieval schoolman. The air was already tremulous with the faint bugle notes that her-|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_083.wav|a conflict of giants on a field of moral significance, to which he was fully alive and awake, where he was certain to lead at least his hundreds and his thousands. Yet, if Justin Butterfield had not been a more supple, more adorable.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_084.wav|right, and less scriptulous shooter for the office than himself. Abraham Lincoln would have sat for four inestimal be years at a bureau desk in the interior department. And when the hour of action sounded in Illinois, who would have filled the place which he took, as if he...|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_085.wav|have been born for it. Who could have done the duty which he bore as lightly as if he had been fashioned for it from the beginning of time? His temptation did not even end with Butterfield's success. The administration of General Taylor, apparently feeling that|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_086.wav|some compensation was due to one so earnestly recommended by the leading wigs of the state, offered Mr. Lincoln the governorship of Oregon. This was a place more suited to him than the other, and his acceptance of it was urged by some of his most judicious friends.|narrator
processed-audio/lincolnhistoryvol1_16_haynicolay_64kb_chunk_087.wav|Footnote, among others Mr. John T. Stewart, who is our authority for this statement, and footnote, on the ground that the new territory would soon be a state, and that he could come back as a senator. This view of the matter commended itself favorably to Lincoln himself.|narrator
